City,Cloudiness,Country,Country Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Atuona,32,PF,1553122395,99,-9.8,-139.03,82.74,15.7
Kailua,1,US,1553122117,61,21.39,-157.74,80.6,8.05
Hermanus,44,ZA,1553122020,95,-34.42,19.24,59.0,2.73
Mount Isa,0,AU,1553119200,54,-20.73,139.49,82.4,5.82
Luau,36,CD,1553122396,95,-10.7,22.23,65.91,2.73
Goderich,92,CA,1553122406,82,43.74,-81.71,41.0,13.0
Melfi,5,IT,1553118900,74,41.0,15.66,33.8,11.41
Arraial do Cabo,40,BR,1553119200,74,-22.97,-42.02,80.6,9.17
Pacho,75,CO,1553119200,82,5.13,-74.16,59.0,3.36
Mataura,36,NZ,1553122206,97,-46.19,168.86,59.0,1.01
Luderitz,0,NA,1553122457,75,-26.65,15.16,62.76,17.05
Dikson,44,RU,1553122457,91,73.51,80.55,18.75,14.81
Ixtapa,5,MX,1553122207,74,20.71,-105.21,78.8,14.99
Balaipungut,92,ID,1553122458,86,1.11,101.31,75.27,1.61
Albanel,75,CA,1553119200,41,48.88,-72.44,42.8,5.82
Wajima,92,JP,1553122458,93,37.4,136.9,53.4,12.68
Biak,88,ID,1553122458,96,-0.91,122.88,81.03,1.83
Kentau,24,KZ,1553122459,61,43.52,68.5,23.79,1.61
New Norfolk,75,AU,1553122455,88,-42.78,147.06,62.6,6.93
Lucapa,68,AO,1553122459,97,-8.42,20.74,66.72,2.95
Fuyu,36,CN,1553122459,45,47.79,124.46,23.07,16.71
Hambantota,44,LK,1553122460,100,6.12,81.12,78.51,6.08
Zonguldak,68,TR,1553122460,95,41.25,31.83,37.47,0.38
Monrovia,40,LR,1553119200,88,6.33,-10.8,80.6,3.36
Georgetown,20,GY,1553119200,74,6.8,-58.16,82.4,11.41
Mezen,20,RU,1553122461,82,65.85,44.24,23.61,5.19
Ancud,92,CL,1553119200,71,-41.87,-73.83,53.6,5.82
Ponta do Sol,36,BR,1553122461,78,-20.63,-46.0,73.74,5.86
Tailai,76,CN,1553122462,60,46.39,123.41,26.22,19.73
Pisco,0,PE,1553119200,30,-13.71,-76.2,71.6,24.16
Ponta Delgada,75,PT,1553122347,82,37.73,-25.67,57.2,9.17
Jining,0,CN,1553121420,44,35.41,116.58,55.0,1.01
Shakawe,8,BW,1553122462,56,-18.36,21.84,71.4,2.84
Chippewa Falls,90,US,1553122117,82,44.94,-91.39,39.99,10.29
Redmond,1,US,1553121911,16,47.67,-122.12,79.0,11.41
Coquimbo,0,CL,1553119200,72,-29.95,-71.34,60.8,12.75
Fort Nelson,20,CA,1553119200,24,58.81,-122.69,59.0,2.24
Gueret,0,FR,1553122217,76,46.17,1.87,44.6,4.7
Saint-Augustin,0,FR,1553122449,70,44.83,-0.61,48.99,6.93
Riyadh,0,SA,1553119200,22,24.63,46.72,66.2,8.05
Akdepe,0,TM,1553119200,71,42.05,59.39,53.6,6.93
Moses Lake,1,US,1553122218,34,47.13,-119.28,66.99,4.7
Verkhnevilyuysk,0,RU,1553122243,60,63.45,120.31,-7.08,2.62
Chuy,8,UY,1553122464,79,-33.69,-53.46,60.96,13.91
Clyde River,75,CA,1553119200,75,70.47,-68.59,-20.21,10.29
Vaini,0,IN,1553122465,87,15.34,74.49,60.24,0.94
Comodoro Rivadavia,0,AR,1553119200,62,-45.87,-67.48,59.0,6.93
Dudinka,88,RU,1553122465,89,69.41,86.18,22.35,27.89
Kazanskaya,0,RU,1553121917,86,45.41,40.44,41.0,7.43
Key West,1,US,1553121939,80,47.93,-96.78,37.4,13.87
Skelleftea,0,SE,1553122037,71,64.75,20.95,32.0,9.17
Shihezi,80,CN,1553122466,89,44.3,86.03,23.61,3.62
Kapaa,1,US,1553122108,61,22.08,-159.32,78.8,17.22
Kudahuvadhoo,44,MV,1553122466,100,2.67,72.89,82.74,8.1
Barrow,0,AR,1553122466,71,-38.31,-60.23,51.42,5.41
Airai,0,TL,1553122467,75,-8.93,125.41,76.98,0.83
Souillac,0,FR,1553122449,70,45.6,-0.6,48.99,6.93
Kaffrine,20,SN,1553122467,30,14.1,-15.55,77.07,7.2
Sistranda,75,NO,1553122493,86,63.73,8.83,39.99,10.29
Matagami,20,NG,1553122528,69,9.67,8.4,70.23,4.18
Upernavik,0,GL,1553122528,100,72.79,-56.15,-14.91,10.22
Marzuq,0,YE,1553122528,68,14.4,46.47,46.65,2.39
Hithadhoo,12,MV,1553122528,100,-0.6,73.08,84.45,4.29
Altamont,1,CA,1553121300,86,49.4,-98.5,41.0,8.05
Charters Towers,88,AU,1553122529,85,-20.07,146.27,78.15,7.99
Itapeva,68,BR,1553122529,87,-23.98,-48.88,68.07,11.79
Ambilobe,20,MG,1553122529,93,-13.19,49.05,71.49,2.62
Kaitangata,32,NZ,1553122529,90,-46.28,169.85,67.17,2.95
Tura,0,IN,1553122506,74,25.52,90.21,57.54,6.2
Slave Lake,1,CA,1553119200,36,55.28,-114.77,48.2,2.24
Ahuimanu,1,US,1553122414,61,21.44,-157.84,80.6,8.05
Oksfjord,20,NO,1553122509,74,70.24,22.35,33.8,14.99
Lagoa,20,PT,1553122330,71,37.14,-8.45,57.99,5.82
Togur,8,RU,1553122531,85,58.36,82.83,19.65,8.99
Bluff,0,AU,1553122531,73,-23.58,149.07,82.92,4.41
Bukama,68,CD,1553122531,95,-9.2,25.85,70.32,2.95
Jizan,0,SA,1553119200,69,16.89,42.56,82.4,3.36
Anchorage,75,US,1553122345,64,61.22,-149.89,50.0,12.75
Mount Gambier,90,AU,1553121000,93,-37.83,140.78,62.6,13.87
West Bay,75,GB,1553122516,87,50.71,-2.76,50.0,4.7
Esmeraldas,40,BR,1553119200,69,-19.76,-44.31,78.8,2.24
Bambous Virieux,40,MU,1553122442,83,-20.34,57.76,80.6,8.05
Talakan,76,RU,1553122532,53,50.29,130.28,19.2,5.41
Rome,0,IT,1553122306,70,41.89,12.48,52.0,5.82
Lokosovo,56,RU,1553122533,83,61.13,74.84,24.51,12.68
Port Macquarie,0,AU,1553122505,83,-31.43,152.91,79.0,5.82
Morristown,1,US,1553122221,24,36.21,-83.29,60.8,5.82
Hirara,75,JP,1553119200,88,24.8,125.28,75.2,10.29
Mar del Plata,0,AR,1553122534,84,-46.43,-67.52,54.03,9.1
Constitucion,40,MX,1553122216,9,23.99,-104.67,72.0,3.96
Biloela,8,AU,1553122534,69,-24.4,150.51,81.93,4.41
Cabedelo,0,BR,1553119200,83,-6.97,-34.84,80.6,5.82
Flinders,40,AU,1553122446,94,-34.58,150.85,72.0,6.93
Bandarbeyla,0,SO,1553122535,100,9.49,50.81,77.25,7.43
Hasaki,75,JP,1553119800,87,35.73,140.83,57.2,9.17
Lebu,0,ET,1553122535,56,8.96,38.73,47.64,4.85
Opuwo,64,NA,1553122535,29,-18.06,13.84,79.77,7.43
Grand Gaube,40,MU,1553122442,83,-20.01,57.66,80.6,8.05
Eenhana,0,NA,1553122536,51,-17.48,16.34,73.92,3.85
Berlevag,75,NO,1553118600,92,70.86,29.09,33.8,20.8
Saint-Philippe,1,CA,1553122350,33,45.36,-73.48,46.4,5.82
Ouanaminthe,32,HT,1553122536,84,19.55,-71.73,78.69,4.52
Faya,0,SA,1553119200,39,18.39,42.45,62.6,9.17
Tuktoyaktuk,40,CA,1553119200,78,69.44,-133.03,8.6,5.82
Ijui,0,BR,1553122537,83,-28.39,-53.91,62.31,11.56
Saskylakh,64,RU,1553122537,77,71.97,114.09,9.12,11.45
Mosquera,75,CO,1553119200,82,4.71,-74.23,59.0,3.36
Paamiut,76,GL,1553122537,100,61.99,-49.67,24.69,8.43
Ivankiv,0,UA,1553122443,55,50.93,29.9,37.99,6.71
Mayo,90,CA,1553119200,49,63.59,-135.9,48.2,11.41
Laguna,5,MX,1553118000,27,27.52,-110.01,86.0,9.17
Coolum Beach,0,AU,1553122523,71,-26.53,153.09,81.0,2.62
Mehamn,40,NO,1553118600,80,71.03,27.85,33.8,16.11
Fortuna,20,ES,1553122592,65,38.18,-1.13,51.8,6.93
Kencong,44,ID,1553122599,96,-7.78,112.24,73.29,3.4
Eyl,20,SO,1553122599,100,7.98,49.82,72.75,8.43
Vila Velha,40,BR,1553122092,78,-3.71,-38.6,82.4,4.7
Ugoofaaru,64,MV,1553122600,96,5.67,73.0,85.35,14.03
Bethel,90,US,1553120460,67,60.79,-161.76,21.2,31.09
Lompoc,75,US,1553122282,76,34.64,-120.46,62.6,8.05
Doka,0,SD,1553122601,41,13.52,35.76,71.85,4.18
Sechura,8,PE,1553122601,71,-5.56,-80.82,79.86,11.01
Kindersley,5,CA,1553119200,47,51.47,-109.16,59.0,5.82
Narsaq,76,GL,1553118600,85,60.91,-46.05,17.6,9.17
Meulaboh,92,ID,1553122602,100,4.14,96.13,78.51,3.06
Yulara,0,AU,1553119200,31,-25.24,130.99,75.2,5.82
Port Hardy,20,CA,1553119200,41,50.7,-127.42,60.8,3.36
Yerbogachen,48,RU,1553122603,76,61.28,108.01,6.69,2.73
Betsiamites,1,CA,1553119200,74,48.94,-68.65,39.2,21.92
Puerto Ayora,20,EC,1553121949,69,-0.74,-90.35,84.0,8.05
Abadan,0,IR,1553119200,67,30.36,48.26,62.6,2.95
Talant,0,FR,1553121000,56,47.34,5.0,44.6,8.05
Port Pirie,90,AU,1553121000,83,-33.18,138.01,69.8,14.99
Hofn,8,IS,1553122604,100,64.25,-15.21,36.39,24.43
Niamey,8,NE,1553119200,8,13.52,2.11,91.4,5.82
Embu,0,KE,1553122604,86,-0.54,37.46,58.44,3.96
Nemuro,76,JP,1553122605,99,43.32,145.57,31.89,15.82
Biltine,0,TD,1553122605,17,14.53,20.93,73.92,12.01
Kavieng,56,PG,1553122605,98,-2.57,150.8,84.9,5.97
Manchar,0,IN,1553122605,79,19.0,73.94,52.32,2.17
Zlocieniec,88,PL,1553122520,92,53.53,16.01,46.0,5.01
Oranjemund,0,ZA,1553122606,96,-28.55,16.43,63.84,26.78
Anadyr,0,RU,1553119200,75,64.73,177.51,-16.61,11.18
Thinadhoo,76,MV,1553122606,100,0.53,72.93,84.72,6.42
Winnemucca,90,US,1553122018,81,40.97,-117.74,50.0,8.05
Castro,92,CL,1553119200,71,-42.48,-73.76,53.6,5.82
Novorzhev,92,RU,1553122607,94,57.03,29.33,35.85,16.93
Leningradskiy,68,RU,1553122607,93,69.38,178.42,-1.59,23.98
Margate,75,AU,1553122574,88,-43.03,147.26,62.6,6.93
San Carlos,8,VE,1553122608,58,9.66,-68.59,84.45,9.22
Deputatskiy,0,RU,1553122608,53,69.3,139.9,-19.68,2.73
Tasiilaq,0,GL,1553122609,100,65.61,-37.64,4.8,10.22
Katubao,0,PH,1553122609,90,5.89,124.83,78.06,2.84
Marrakesh,0,MA,1553121000,48,31.63,-7.99,60.8,5.82
Sechelt,5,CA,1553122551,34,49.47,-123.76,73.0,6.93
Cidreira,88,BR,1553122609,95,-30.17,-50.22,65.37,15.03
Pak Chong,20,TH,1553120438,65,14.71,101.42,79.0,6.53
Colares,0,PT,1553122537,58,38.8,-9.45,57.99,6.93
Touros,20,BR,1553119200,83,-5.2,-35.46,82.4,6.93
Plettenberg Bay,88,ZA,1553122610,100,-34.05,23.37,64.65,9.66
Banda Aceh,48,ID,1553122610,98,5.56,95.32,75.99,0.72
Hobart,75,AU,1553122574,88,-42.88,147.33,62.6,6.93
Khowai,0,IN,1553122611,96,24.08,91.6,61.14,3.29
Cabatuan,36,PH,1553122596,84,16.95,121.67,71.67,4.41
Yar-Sale,0,RU,1553122671,77,66.83,70.83,17.49,11.79
Magnor,64,SE,1553122523,74,59.95,12.2,41.0,3.36
Merauke,92,ID,1553122672,89,-8.49,140.4,82.74,17.38
Marsaxlokk,75,MT,1553122555,82,35.84,14.54,59.0,24.16
Tiznit,0,MA,1553122672,93,29.7,-9.73,56.37,3.62
Roald,75,NO,1553122504,86,62.58,6.12,42.8,10.29
San Cristobal,75,EC,1553121908,60,-0.39,-78.55,68.0,11.41
Cuenca,0,ES,1553122205,73,40.07,-2.13,39.99,3.85
Marawi,0,PH,1553122070,86,8.0,124.29,72.0,7.0
Peno,88,RU,1553122673,91,56.92,32.74,31.17,13.8
Santander,40,PH,1553119200,88,9.42,123.33,75.2,4.7
Tomakomai,75,JP,1553121612,80,42.65,141.6,42.01,10.29
Tucurui,68,BR,1553122655,90,-3.77,-49.67,77.79,2.06
Uddevalla,36,SE,1553122583,70,58.35,11.94,44.6,9.17
Ishigaki,40,JP,1553119200,94,24.34,124.16,75.2,8.05
Saldanha,0,PT,1553122674,62,41.42,-6.55,41.52,10.11
Solnechnyy,36,RU,1553122674,67,50.72,136.64,12.09,3.62
Bredasdorp,0,ZA,1553121912,77,-34.53,20.04,59.0,5.82
Port Alfred,56,ZA,1553122608,90,-33.59,26.89,66.0,1.99
Reconquista,20,AR,1553122675,70,-29.14,-59.64,65.73,13.02
Moron,12,VE,1553122675,70,10.49,-68.2,75.09,3.62
Sobolevo,76,RU,1553122676,86,54.43,31.9,31.26,12.68
Boyolangu,44,ID,1553122676,96,-8.09,111.9,73.29,3.4
Alepe,75,CI,1553121000,83,5.5,-3.66,84.2,6.93
Lagos,20,NG,1553119200,94,6.46,3.39,82.4,2.24
Vila,0,IT,1553122670,56,45.18,8.4,48.99,3.36
Irati,92,BR,1553122677,97,-25.47,-50.65,63.75,5.53
Vardo,75,US,1553122672,31,39.62,-77.74,52.0,4.7
Iracoubo,100,GF,1553122677,78,5.48,-53.21,78.69,5.41
Pozorice,0,CZ,1553122624,80,49.21,16.79,33.01,2.73
Saquena,0,PE,1553122677,87,-4.67,-73.52,79.05,2.62
Nishihara,20,JP,1553122585,57,35.74,139.53,63.0,6.93
Hilton Head Island,40,US,1553122454,66,32.16,-80.75,66.2,10.29
Ajdabiya,0,LY,1553122678,33,30.75,20.22,69.51,15.59
Haag,0,AT,1553122581,76,48.11,14.56,36.0,1.12
Aklavik,75,CA,1553119200,53,68.22,-135.01,21.2,11.41
Jiexiu,24,CN,1553122679,57,37.02,111.92,31.89,8.43
Saint George,75,GR,1553122409,87,39.45,22.34,57.99,6.31
Eureka,90,US,1553122635,100,40.8,-124.16,55.99,14.99
Puerto del Rosario,20,ES,1553121000,77,28.5,-13.86,64.4,17.22
Mbala,80,ZM,1553122681,90,-8.85,31.37,62.76,1.83
Chancay,0,PE,1553122507,69,-11.56,-77.27,75.2,10.29
Avarua,92,CK,1553119200,79,-21.21,-159.78,84.2,4.7
Itarema,88,BR,1553122681,88,-2.92,-39.92,79.59,5.19
Luena,76,AO,1553122681,97,-11.78,19.91,63.66,1.95
Megion,0,RU,1553119200,62,61.04,76.11,23.0,11.18
Balkanabat,80,TM,1553122682,93,39.51,54.36,41.61,2.95
Thompson,75,CA,1553119200,45,55.74,-97.86,48.2,16.11
Vila Franca do Campo,75,PT,1553122647,82,37.72,-25.43,57.2,8.05
Agapovka,0,RU,1553119200,85,53.3,59.13,21.2,2.24
Severo-Kurilsk,32,RU,1553122682,100,50.68,156.12,24.24,18.28
San Jose,12,PH,1553122683,86,15.79,120.99,72.75,3.06
Ahipara,32,NZ,1553122744,68,-35.17,173.16,75.63,11.12
Venado Tuerto,32,AR,1553122744,71,-33.75,-61.97,55.83,7.43
San Vicente,20,SV,1553122552,58,13.64,-88.78,89.6,8.05
Turmero,75,VE,1553119200,83,10.23,-67.47,75.2,2.24
Pangkalanbuun,8,ID,1553122745,93,-2.68,111.62,76.17,4.18
Moussoro,0,TD,1553122746,22,13.64,16.49,75.99,9.89
Nha Trang,20,VN,1553119200,88,12.24,109.19,75.2,1.12
Caravelas,0,BR,1553122746,100,-17.73,-39.27,83.82,9.22
Klaksvik,32,FO,1553120400,86,62.23,-6.59,41.0,19.46
Cairns,75,AU,1553122438,83,-16.92,145.77,77.0,9.17
Sasina,0,CZ,1553122687,80,49.51,16.58,35.6,2.73
Kirakira,68,SB,1553122747,100,-10.46,161.92,80.76,8.99
Serenje,24,ZM,1553122747,83,-13.23,30.22,62.13,2.73
Val-David,75,CA,1553121907,48,46.03,-74.21,42.8,6.93
Huancayo,88,PE,1553122747,96,-12.08,-75.21,43.14,1.39
Sur,0,OM,1553122748,97,22.57,59.53,71.04,3.96
Ribeira Grande,0,PT,1553122748,100,38.52,-28.7,59.79,9.66
Brae,92,GB,1553122200,93,60.4,-1.35,50.0,35.57
Lavrentiya,0,RU,1553122748,100,65.58,-170.99,1.02,16.49
Stromness,90,CA,1553122740,49,42.87,-79.55,50.0,5.82
Ekibastuz,0,KZ,1553122749,59,51.72,75.32,1.65,2.95
Abha,0,SA,1553119200,39,18.22,42.5,62.6,9.17
Saint Simons,1,US,1553122627,59,31.14,-81.39,61.0,6.93
Vanavara,24,RU,1553122750,81,60.35,102.28,12.72,5.19
Kulhudhuffushi,92,MV,1553122750,96,6.62,73.07,85.35,12.24
Dzitbalche,68,MX,1553122750,54,20.32,-90.06,80.85,6.64
Codrington,40,AU,1553122613,94,-28.95,153.24,79.0,3.4
Khatanga,68,RU,1553122751,81,71.98,102.47,13.44,10.45
Saint-Francois,0,FR,1553121976,74,46.42,3.91,35.6,3.36
Sigmaringen,0,DE,1553122729,55,48.09,9.22,39.2,6.93
Coahuayana,20,MX,1553122751,20,18.62,-100.35,82.11,2.39
Sakaiminato,75,JP,1553122094,67,35.55,133.23,62.6,17.22
Nizwa,0,OM,1553122752,61,22.93,57.53,52.41,3.96
Madarounfa,0,NE,1553122752,59,13.3,7.16,73.29,2.95
Havoysund,20,NO,1553120400,74,71.0,24.66,33.8,14.99
Tuim,8,RU,1553122752,61,54.34,89.93,3.36,2.39
Port Elizabeth,90,US,1553122710,75,39.31,-74.98,48.2,10.29
Codlea,92,RO,1553122746,89,45.7,25.45,43.0,1.99
Badvel,36,IN,1553122753,83,14.74,79.07,69.87,3.4
Pangnirtung,5,CA,1553119200,60,66.15,-65.72,-27.41,2.24
Labuhan,0,ID,1553122753,80,-2.54,115.51,78.69,2.39
Caluquembe,92,AO,1553122754,80,-13.78,14.68,65.37,1.72
Komsomolskiy,80,RU,1553122754,93,67.55,63.78,28.2,11.23
Tefe,40,BR,1553119200,79,-3.35,-64.71,86.0,0.94
Zhigansk,0,RU,1553122754,42,66.77,123.37,-13.92,3.74
Bahia Blanca,0,AR,1553122692,85,-38.72,-62.27,58.17,8.43
Bombay,1,US,1553122380,48,44.94,-74.57,44.6,4.7
Whitianga,0,NZ,1553122510,67,-36.83,175.7,78.01,4.0
Longyearbyen,40,NO,1553118600,68,78.22,15.63,28.4,5.82
Nanortalik,80,GL,1553122755,100,60.14,-45.24,29.55,26.55
Havre-Saint-Pierre,40,CA,1553119200,79,50.23,-63.6,28.4,18.34
Tuatapere,68,NZ,1553122206,97,-46.13,167.69,59.0,1.01
Torbay,75,CA,1553122416,53,47.66,-52.73,26.01,17.22
Ilulissat,75,GL,1553118600,35,69.22,-51.1,-9.41,10.29
Pasni,24,PK,1553122816,100,25.26,63.48,68.61,5.75
Cayenne,75,GF,1553121000,74,4.94,-52.33,80.6,6.93
Alofi,75,NU,1553119200,70,-19.06,-169.92,86.0,8.05
Ketchikan,75,US,1553118960,50,55.34,-131.65,57.2,4.7
Barranca,20,PE,1553122819,98,-10.75,-77.76,70.23,9.78
Orebro,92,SE,1553122814,75,59.27,15.21,43.0,6.93
Byron Bay,75,AU,1553122613,99,-28.65,153.62,82.0,6.93
Beringovskiy,80,RU,1553122822,100,63.05,179.32,3.09,8.43
Quepos,75,CR,1553122734,64,9.43,-84.16,77.0,17.22
Alice Springs,0,AU,1553119200,28,-23.7,133.88,73.4,4.7
Ilo,80,PE,1553122825,89,-17.65,-71.34,65.55,2.62
Bonavista,24,CA,1553122027,60,48.65,-53.11,26.01,8.99
Douglas,75,US,1553122560,20,31.34,-109.55,75.99,5.82
Taft,92,PH,1553122834,100,11.9,125.42,76.62,9.55
Motygino,56,RU,1553122835,82,58.18,94.69,16.05,2.73
Shelburne,20,CA,1553122576,49,44.08,-80.2,48.0,8.05
Shuyskoye,76,RU,1553122835,95,59.37,41.03,31.71,8.1
Bratsk,75,RU,1553122401,85,56.15,101.63,19.4,8.95
Port Keats,0,AU,1553122836,80,-14.25,129.55,90.03,9.78
La Ronge,20,CA,1553119200,25,55.1,-105.3,60.8,9.17
Pirapemas,36,BR,1553122836,89,-3.73,-44.23,78.24,5.19
College,90,US,1553122534,73,64.86,-147.8,41.0,11.56
Port Hedland,48,AU,1553119200,83,-20.31,118.58,82.4,8.05
Mackenzie,1,CA,1553119200,34,55.34,-123.09,51.8,4.7
Kati,0,ML,1553121000,51,12.75,-8.07,84.2,2.24
Povoa de Varzim,0,PT,1553122624,93,41.38,-8.76,55.0,2.24
Turukhansk,92,RU,1553122837,86,65.8,87.96,24.24,19.73
Preobrazheniye,92,RU,1553122838,91,42.9,133.91,32.25,2.28
Katsuura,75,JP,1553122270,82,33.93,134.5,62.01,24.16
Karwar,0,IN,1553122838,89,14.8,74.13,66.27,1.39
Morwell,76,AU,1553122803,89,-38.24,146.4,68.0,7.0
Kruisfontein,32,ZA,1553122839,100,-34.0,24.73,64.56,8.21
Broome,12,GB,1553122822,87,52.47,1.45,48.99,6.93
Kyle,20,US,1553122761,44,29.99,-97.88,75.2,5.82
Belaya Gora,0,RU,1553122840,61,68.54,146.19,-13.11,2.95
Naze,75,NG,1553119200,88,5.43,7.07,80.6,3.74
Warangal,0,IN,1553122677,88,17.99,79.6,71.67,5.64
Popondetta,80,PG,1553122840,88,-8.77,148.24,75.27,2.28
Jijiga,0,ET,1553122840,76,9.35,42.8,51.87,2.73
Porto Novo,75,BR,1553119200,88,-23.68,-45.44,71.6,4.7
Fort Saint James,0,CA,1553122841,54,54.43,-124.25,50.07,2.62
Maniitsoq,12,GL,1553122841,100,65.42,-52.9,-5.37,17.05
Auki,88,NG,1553122842,54,12.18,6.51,79.05,6.98
Padang,75,ID,1553119200,88,-0.92,100.36,77.0,5.82
Sao Filipe,8,CV,1553122842,97,14.9,-24.5,70.77,14.03
Santo Antonio do Leverger,40,BR,1553121000,75,-15.87,-56.08,89.6,6.93
Ewa Beach,20,US,1553122716,44,21.32,-158.01,80.6,9.17
Ganzhou,0,CN,1553122843,75,25.86,114.93,71.76,8.32
Sikasso,12,ML,1553122843,65,11.32,-5.68,78.51,5.86
Tahoua,0,NE,1553122844,25,14.89,5.26,76.35,11.45
Marand,75,IR,1553121000,93,38.43,45.77,35.6,1.61
Davila,20,PH,1553119200,94,18.47,120.58,75.2,3.36
Dingle,20,PH,1553122844,73,11.0,122.67,79.32,13.13
Wilmington,1,US,1553122420,36,39.75,-75.55,48.99,5.82
Inuvik,75,CA,1553119200,57,68.36,-133.71,21.2,10.29
Suluq,12,LY,1553122905,35,31.67,20.25,67.53,16.82
Los Llanos de Aridane,36,ES,1553122810,68,28.66,-17.92,64.4,14.99
Xai-Xai,0,MZ,1553122905,94,-25.04,33.64,79.41,11.45
Chokurdakh,0,RU,1553122905,47,70.62,147.9,-15.99,9.1
Corinto,44,BR,1553122906,83,-18.36,-44.46,73.11,6.76
Huarmey,76,PE,1553122906,67,-10.07,-78.15,71.85,3.74
Portland,40,US,1553122519,24,45.52,-122.67,75.99,18.34
Humaita,90,AR,1553120940,93,-24.93,-65.37,57.2,5.82
Rocha,8,UY,1553122907,67,-34.48,-54.34,56.37,8.66
Karia,0,NG,1553122907,62,11.73,11.16,72.3,2.95
Zvenigovo,75,RU,1553119200,100,55.97,48.02,33.8,8.95
Dunedin,0,NZ,1553122772,85,-45.87,170.5,62.01,11.01
Ripky,8,UA,1553122908,74,51.8,31.09,26.31,8.99
Quatre Cocos,40,MU,1553122743,83,-20.21,57.76,80.6,8.05
Takaka,0,NZ,1553122724,70,-40.86,172.81,81.0,3.0
Iquitos,40,PE,1553119200,319,-3.75,-73.25,42.8,5.82
Swan Hill,12,AU,1553122908,98,-35.34,143.56,70.59,5.97
Dodola,80,BF,1553122909,93,10.12,-3.28,71.49,6.2
San Patricio,20,PY,1553122909,66,-26.98,-56.83,71.49,6.98
Almaznyy,0,RU,1553119200,74,48.03,40.04,32.0,2.24
Namibe,0,AO,1553122909,100,-15.19,12.15,76.8,2.73
Yaan,76,NG,1553122910,79,7.38,8.57,78.6,15.26
Springfield,90,US,1553122685,66,37.22,-93.29,53.01,8.05
